ID,TITRE,PRIX,ARR,LINK,M2,PIECES
1389,Appartement à Grands Boulevards,1250,10ème arrondissement,https://paris.craigslist.org/apa/d/appartement-grands-boulevards/6791333922.html,46,
1390,"1BR (26sqm), Rue des Roses",900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6791333751.html,26,
1391,Paris apartment rental near Dupleix,3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6791315914.html,107,
1392,Studio Apartment In Rue des Jeuneurs,550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6781440447.html,15,1
1393,Studio Luxueux Aux Buttes Chaumont,500,Rue Manin,https://paris.craigslist.org/apa/d/studio-luxueux-aux-buttes-chaumont/6779828626.html,27,1
1394,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6777548009.html,13,1
1395,Stable Lighty Studio In Molière,400,Rue Molière,https://paris.craigslist.org/apa/d/stable-lighty-studio-in-molire/6787377729.html,30,1
1396,The Treasury Montmartre - luxury 2 bed Apartment With Wireless Network,500,Rue Caulaincourt,https://paris.craigslist.org/apa/d/the-treasury-montmartre-luxury-2-bed/6788859835.html,70,1
1397,The Treasury Montmartre - luxury 2 bed Apartment With Wireless Network,500,Rue Caulaincourt,https://paris.craigslist.org/apa/d/the-treasury-montmartre-luxury-2-bed/6790874791.html,70,1
1398,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6779829368.html,13,1
1399,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6779829371.html,13,1
1400,Stable Lighty Studio In Molière,400,Rue Molière,https://paris.craigslist.org/apa/d/stable-lighty-studio-in-molire/6788859393.html,30,1
1401,LOUVRE LOVELY APARTMENT LOCATED IN PARIS,600,Rue Pierre Lescot,https://paris.craigslist.org/apa/d/louvre-lovely-apartment-located-in-paris/6788863089.html,30,1
1402,Stable Lighty Studio In Molière,400,Rue Molière,https://paris.craigslist.org/apa/d/stable-lighty-studio-in-molire/6788859310.html,30,1
1403,LOUVRE LOVELY APARTMENT LOCATED IN PARIS,600,Rue Pierre Lescot,https://paris.craigslist.org/apa/d/louvre-lovely-apartment-located-in-paris/6788863070.html,30,1
1404,Studio Apartment In Rue des Jeuneurs,550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6787382450.html,15,1
1405,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6790617133.html,58,
1406,"2ème arrondissement, Studio rue de Richelieu",900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6790621227.html,18,
1407,Grand appartement Rue Etienne Marcel,2700,2ème arrondissement,https://paris.craigslist.org/apa/d/grand-appartement-rue-etienne-marcel/6790618543.html,100,
1408,Furnished 2BR apartment (46sqm) rue Berzélius,1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6790623574.html,46,
1409,This Beautiful Studio apt available in 7th arrondissement,450,7th arrondissement,https://paris.craigslist.org/apa/d/this-beautiful-studio-apt-available-in/6790536758.html,,1
1410,Seventh floor 1 bedroom apartment with elevator and balcony,2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/seventh-floor-1-bedroom-apartment-with/6790549408.html,,
1411,Apartment in a historic building!,2575,Paris Voltaire - Avenue Parmentier-,https://paris.craigslist.org/apa/d/apartment-in-historic-building/6790550638.html,,
1412,70m2/ Stylish and modern rooftop apartment,1950,Paris Rambuteau - Rue St Martin -,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6790548724.html,,
1413,Apartment in Marais close to Bastille,1590,Paris Bastille Marais - Bd Richard Lenoir-,https://paris.craigslist.org/apa/d/apartment-in-marais-close-to-bastille/6790542014.html,,
1414,A superb furnished apt studio in Paris,450,6th Arrondissement,https://paris.craigslist.org/apa/d/superb-furnished-apt-studio-in-paris/6790530233.html,,1
1415,- 2 Bedroom apartment in a very convenient location-,1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-apartment-in-very-convenient/6790545787.html,,
1416,Renovated/ Furnished 1 Bedroom - 43m2,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-furnished-1-bedroom-43m2/6790542837.html,,
1417,Furnished 1 Bedroom Apartment @50m2,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-1-bedroom-apartment-50m2/6790539559.html,,
1418,Gorgeous 1 bed Apartment!,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/gorgeous-1-bed-apartment/6790540793.html,,
1419,Spacious 1 Bedroom Apartment - 36m2,1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-apartment-36m2/6790540347.html,,
1420,Calm and sunny fully furnished apartment!,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6790537967.html,,
1421,Fully Furnished Studio in the Center of Paris,650,3 rue de chazelles,https://paris.craigslist.org/apa/d/fully-furnished-studio-in-the-center-of/6790539149.html,11,1
1422,Apartment with balcony and view over Paris,2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/apartment-with-balcony-and-view-over/6790534670.html,,
1423,Great 1 bedroom Apartment!,1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/great-1-bedroom-apartment/6790537322.html,,
1424,Paris apartment rental near Madeleine,3775,1st arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-madeleine/6790509837.html,100,
1425,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6790509909.html,,
1426,2 pièces 25m² Rue de la Mare,900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6790510069.html,25,
1427,"Paris apartment rental on a quiet street, Villa Verlaine",1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6790509655.html,40,
1428,Apartment studio plus mezzanine near Opéra,1100,9th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-plus-mezzanine-near/6790453062.html,17,
1429,beautiful furnished apt near paris for rent,900,verrieres le buisson,https://paris.craigslist.org/apa/d/beautiful-furnished-apt-near-paris-for/6789991039.html,50,1
1430,Sunny fully-furnished 1-bedroom flat in 18th arrondissement.,1450,Paris Marcadet Poissoniers - Rue Marcadet,https://paris.craigslist.org/apa/d/sunny-fully-furnished-1-bedroom-flat-in/6789749975.html,,
1431,- Studio - One block from metro Rambuteau,1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6789765398.html,,
1432,eventh floor 1 bedroom apartment with elevator and balcony,2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/eventh-floor-1-bedroom-apartment-with/6789769357.html,,
1433,"- 2 Bedroom apartment, available!",2699,Paris Saint Michel - Rue Git le Coeur,https://paris.craigslist.org/apa/d/2-bedroom-apartment-available/6789734577.html,,
1434,Apartment** near^ the Paris center^^2 BR & 2  BATH***,720,paris,https://paris.craigslist.org/apa/d/apartment-near-the-paris-center2-br-2/6769982145.html,68,2
1435,- 70m2/ Stylish and modern rooftop apartment!,1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6789768300.html,,
1436,Large one bedroom 70m2 apartment,2575,Paris Voltaire - Avenue Parmentier-,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2-apartment/6789771132.html,,
1437,Charming and quiet studio in a great 17th century convent,1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio-in-great-17th/6789744902.html,,
1438,Very Bright Apartment!  2 Bedroom - 65m2,1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/very-bright-apartment-2-bedroom-65m2/6789766581.html,,
1439,Calm and sunny fully furnished apartment!,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6789747816.html,,
1440,Apartment with Parisian experience!,1650,Paris Pyrenees Rue des Pyrenees,https://paris.craigslist.org/apa/d/apartment-with-parisian-experience/6789763675.html,,
1441,Apartment..renovated and furnished!,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/apartmentrenovated-and-furnished/6789761811.html,,
1442,apartment adjacent to Metro Cambronne,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/apartment-adjacent-to-metro-cambronne/6789760017.html,,
1443,- Studio - In a Pleasant building**,750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/studio-in-pleasant-building/6789736713.html,,
1444,Spacious 1 Bedroom Apartment:,1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-apartment/6789757965.html,,
1445,Beautiful Apartment: 1 Bedroom- 35m2,1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/beautiful-apartment-1-bedroom-35m2/6789741044.html,,
1446,- 1 Bedroom apartment with balcony,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/1-bedroom-apartment-with-balcony/6789754161.html,,
1447,Studio with elevator in perfect condition,800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-elevator-in-perfect/6789738306.html,,
1448,Secure underground parking place.,60,Paris,https://paris.craigslist.org/apa/d/secure-underground-parking-place/6789735733.html,,
1449,A 24 sqm studio in Montmartre: 1 bed!,1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre-1-bed/6789742593.html,,
1450,Beautiful Studio with loft in 3rd Arrondissement,500,3rd Arrondissement,https://paris.craigslist.org/apa/d/beautiful-studio-with-loft-in-3rd/6789699808.html,,1
1451,Paris apartment rental near Gobelins,1500,13th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-gobelins/6789699715.html,45,
1452,Amazing studio / Amazing studio in Rue du Temple,500,4th Arrondissement,https://paris.craigslist.org/apa/d/amazing-studio-amazing-studio-in-rue-du/6789696365.html,,1
1453,Marais - 2 rooms flat of 43M2 to rent from february to May - 1500euros,1500,Rue de Birague - next to place des Vosges,https://paris.craigslist.org/apa/d/marais-2-rooms-flat-of-43m2-to-rent/6789686869.html,43,1
1454,Apartment near Marais on Rue des Gravilliers,1100,3rd arrondissement,https://paris.craigslist.org/apa/d/apartment-near-marais-on-rue-des/6789682985.html,25,
1455,Studio à Strasbourg Saint Denis,850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6789683227.html,16,
1456,Attractive Paris appartment,950,near Place de Clichy,https://paris.craigslist.org/apa/d/attractive-paris-appartment/6789679917.html,30,1
1457,Studio rue de Richelieu,900,2ème arrondissement,https://paris.craigslist.org/apa/d/studio-rue-de-richelieu/6789609603.html,18,
1458,Appartement à Quartier Latin à Paris,4000,,https://paris.craigslist.org/apa/d/appartement-quartier-latin-paris/6789609720.html,95,
1459,Furnished Studio Apartment in heart of Paris,400,6th Arrondissement,https://paris.craigslist.org/apa/d/furnished-studio-apartment-in-heart-of/6788836553.html,,1
1460,"Appartement 2 chambres, Rue Custine",1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6788842833.html,57,
1461,House à Place d'Italie,1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6788842742.html,60,
1462,Lovely Studio Apt Available in rue du Temple 4th Arrondissement,500,4th Arrondissement,https://paris.craigslist.org/apa/d/lovely-studio-apt-available-in-rue-du/6788832490.html,,1
1463,"MODERN , CENTRALLY LOCATED 2 BEDROOM",800,CITY,https://paris.craigslist.org/apa/d/modern-centrally-located-2-bedroom/6767651476.html,,2
1464,Paris apartment rental near Saint-Germain-des-Prés,1500,6th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-saint/6788821853.html,32,
1465,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6788821917.html,,
1466,Studio à Strasbourg Saint Denis,850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6788821703.html,16,
1467,"Paris apartment rental on a quiet street, Villa Verlaine",1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6788821976.html,40,
1468,"Studio (25sqm), near Buttes Chaumont, Rue Rebeval",940,Paris 19th,https://paris.craigslist.org/apa/d/studio-25sqm-near-buttes-chaumont-rue/6788821769.html,25,
1469,Appartement à Champ de Mars,1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6788811838.html,37,
1470,Large one bedroom 70m2 apartment!,2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2-apartment/6788231608.html,,
1471,Seventh floor 1 bedroom apartment with elevator,2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/seventh-floor-1-bedroom-apartment-with/6788227247.html,,
1472,- Studio - One block from metro Rambuteau,1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6788222545.html,,
1473,Stylish and modern rooftop apartment,1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/stylish-and-modern-rooftop-apartment/6788225898.html,,
1474,Charming 1 bed flat!,1650,Paris Pyrenees Rue des Pyrenees,https://paris.craigslist.org/apa/d/charming-1-bed-flat/6788221707.html,,
1475,Apartment with plenty of storage space!,1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/apartment-with-plenty-of-storage-space/6788224481.html,,
1476,Renovated 1 Bedroom Apartment - 43m2,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-1-bedroom-apartment-43m2/6788219919.html,,
1477,- 1 Bedroom apartment adjacent to Metro Cambronne-,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6788215571.html,,
1478,"""Furnished Apartment"" 1 Bedroom - 50m2",1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-apartment-1-bedroom-50m2/6788212405.html,,
1479,Calm and sunny fully furnished apartment,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6788205725.html,,
1480,Spacious 1 Bedroom Apartment @  36m2,1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-apartment-36m2/6788214000.html,,
1481,Charming and quiet studio !,1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6788202829.html,,
1482,1 Bedroom Apartment** next to Montmartre and Sacré Coeur,1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/1-bedroom-apartment-next-to-montmartre/6788200056.html,,
1483,Fully equipped ground floor apartment with loft sleeping area!,1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/fully-equipped-ground-floor-apartment/6788204423.html,,
1484,"1BR (26sqm), Rue des Roses",900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6788203151.html,26,
1485,Furnished 2BR apartment (46sqm) rue Berzélius,1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6788202667.html,46,
1486,Paris apartment rental near Buttes Chaumont,1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6788202688.html,40,
1487,A 24 sqm studio in Montmartre,1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6788201422.html,,
1488,All Furnished Studio with a large terrace,800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/all-furnished-studio-with-large-terrace/6788197493.html,,
1489,Apartment studio near Stalingrad,1100,,https://paris.craigslist.org/apa/d/apartment-studio-near-stalingrad/6788175014.html,29,
1490,Studio à Strasbourg Saint Denis,850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6788175171.html,16,
1491,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6788175107.html,,
